chr1,	382.4,	0.982,	199898,	809,	131814,	0.703
chr2,	326.9,	0.983,	199129,	948,	138232,	0.74
chr3,	392.7,	0.98,	171662,	490,	105825,	0.783
chr4,	382.2,	0.98,	180181,	583,	123246,	0.777
chr5,	385.3,	0.976,	163635,	444,	91937,	0.79
chr6,	371.2,	0.978,	165481,	567,	99684,	0.776
chr7,	379.8,	0.977,	156158,	510,	89893,	0.769
chr8,	403.6,	0.982,	137672,	448,	84301,	0.76
chr9,	343.0,	0.978,	118167,	543,	90655,	0.648
chr10,	366.6,	0.981,	129780,	433,	87304,	0.766
chr11,	351.8,	0.971,	117556,	385,	87505,	0.761
chr12,	378.8,	0.983,	118745,	347,	74794,	0.789
chr13,	394.3,	0.982,	89622,	249,	63523,	0.798
chr14,	417.9,	0.973,	84300,	300,	52958,	0.817
chr15,	337.0,	0.975,	76212,	311,	56556,	0.763
chr16,	358.7,	0.978,	84981,	284,	51677,	0.697
chr17,	328.2,	0.972,	72301,	294,	44523,	0.755
chr18,	350.6,	0.988,	65904,	213,	49038,	0.749
chr19,	416.4,	0.983,	63532,	157,	33724,	0.797
chr20,	342.8,	0.978,	58030,	222,	33670,	0.727
chr21,	326.1,	0.973,	38594,	131,	25645,	0.726
chr22,	305.0,	0.97,	37693,	147,	24856,	0.812

Full report:
##Block_i,	Start_pos,	block_length,	num_phased_SNV,	block_quality 
662,	95866762,	875757,	721,	1.0
663,	96766370,	11816,	4,	NaN
664,	96810865,	26065,	3,	1.0
665,	96857720,	552223,	647,	1.0
666,	97423794,	22444,	11,	1.0
667,	97460794,	332074,	343,	1.0
668,	97816123,	26324,	5,	NaN
669,	97863828,	9410,	4,	NaN
670,	97923475,	45981,	6,	NaN
671,	98010949,	70942,	74,	1.0
672,	98268138,	0,	1,	NaN
673,	98287790,	13,	2,	NaN
674,	98446959,	56341,	9,	NaN
675,	98562807,	43259,	9,	1.0
676,	98621497,	10422,	2,	NaN
677,	98657119,	6519,	4,	1.0
678,	98705891,	35739,	3,	NaN
679,	98763947,	2526,	2,	NaN
680,	98785269,	149434,	153,	1.0
681,	98952981,	655314,	696,	1.0
682,	99660145,	216077,	105,	1.0
683,	99899552,	55572,	55,	1.0
684,	99975672,	483122,	620,	0.9883
685,	100480708,	21982,	4,	1.0
686,	100522269,	11691,	3,	NaN
687,	100547092,	49837,	11,	1.0
688,	100611168,	19766,	6,	1.0
689,	100644474,	27392,	7,	1.0
690,	100690605,	35182,	7,	1.0
691,	100753180,	301822,	256,	1.0
692,	101064449,	114561,	28,	1.0
693,	101199147,	573663,	622,	0.99657
694,	101828088,	279993,	482,	0.9915
695,	102142780,	187235,	129,	1.0
696,	102349196,	10568,	2,	NaN
697,	102389605,	719386,	998,	1.0
698,	103128307,	14028,	3,	1.0
699,	103154054,	24987,	5,	1.0
700,	103204641,	15116,	2,	NaN
701,	103238090,	32001,	6,	1.0
702,	103291793,	493088,	723,	1.0
703,	103785606,	626,	2,	NaN
704,	103821974,	41755,	13,	NaN
705,	103921480,	7527,	2,	NaN
706,	103961706,	17157,	5,	NaN
707,	104016534,	112084,	59,	1.0
708,	104142999,	38424,	36,	1.0
709,	104187479,	41319,	47,	NaN
710,	104254313,	27515,	25,	1.0
711,	104288119,	42,	3,	NaN
712,	104297873,	182596,	223,	1.0
713,	104481153,	293973,	445,	1.0
714,	104787173,	10520,	3,	NaN
715,	104853107,	79597,	128,	1.0
716,	104985401,	651,	4,	NaN
717,	105004943,	1227,	2,	NaN
718,	105050529,	3118,	4,	NaN
719,	105086229,	236910,	393,	0.99085
720,	105342652,	26955,	12,	1.0
721,	105386886,	234222,	454,	1.0
722,	105648613,	66248,	74,	1.0
723,	105778145,	43532,	8,	NaN
724,	105867817,	0,	1,	NaN
725,	105889933,	1742,	2,	NaN
726,	105907366,	4879,	2,	NaN
727,	105931655,	2274,	2,	NaN
728,	106025385,	0,	1,	NaN
729,	106071303,	76615,	18,	1.0
730,	106162637,	354654,	314,	1.0
731,	106533240,	11627,	2,	NaN
732,	106558602,	177686,	24,	0.83889
733,	106757438,	12672,	7,	1.0
734,	106799493,	41621,	15,	0.66667
735,	106857123,	19680,	4,	1.0
736,	106895454,	12259,	3,	NaN
737,	106934684,	2879,	2,	NaN
738,	106964802,	116365,	52,	0.95094
739,	107095337,	3273,	2,	NaN
740,	107117633,	11033,	3,	NaN
741,	107147286,	480411,	420,	1.0
742,	107712082,	91104,	27,	1.0
743,	107822185,	426553,	382,	1.0
744,	108271246,	6,	2,	NaN
745,	108295315,	175757,	116,	1.0
746,	108488463,	215371,	324,	1.0
747,	108742870,	46725,	68,	NaN
748,	108797504,	50318,	48,	NaN
749,	108864798,	15503,	5,	NaN
750,	108891690,	126834,	99,	1.0
751,	109046317,	42549,	10,	1.0
752,	109118431,	170,	2,	NaN
753,	109133839,	40918,	9,	1.0
754,	109200712,	216706,	160,	0.96711
755,	109455635,	15773,	3,	NaN
756,	109510986,	656597,	682,	1.0
757,	110195866,	99777,	90,	1.0
758,	110310025,	103369,	81,	1.0
759,	110431020,	64360,	71,	1.0
760,	110545972,	11043,	3,	NaN
761,	110606460,	7083,	4,	1.0
762,	110643255,	480986,	644,	1.0
763,	111168868,	921,	2,	NaN
764,	111183724,	0,	1,	NaN
765,	111218120,	38959,	27,	1.0
766,	111314155,	211581,	257,	1.0
767,	111539109,	231084,	327,	1.0
768,	111801402,	107204,	122,	1.0
769,	111933032,	94696,	112,	1.0
770,	112048264,	81624,	98,	0.94118
771,	112227458,	14809,	8,	NaN
772,	112287915,	4152,	2,	NaN
773,	112440020,	255656,	347,	1.0
774,	112705328,	1366289,	1636,	1.0
775,	114131076,	35042,	7,	NaN
776,	114297780,	6028,	2,	NaN
777,	114355170,	4737,	2,	NaN
778,	114419368,	147967,	105,	1.0
779,	114589590,	8689,	3,	NaN
780,	114617357,	330924,	358,	1.0
781,	114970792,	1843,	2,	NaN
782,	115041537,	271514,	165,	0.98835
783,	115327464,	483483,	617,	1.0
784,	115833857,	34232,	16,	1.0
785,	115887041,	65301,	58,	1.0
786,	115978602,	943212,	1193,	0.99421
787,	116946880,	38250,	15,	NaN
788,	117023072,	47452,	22,	0.90292
789,	117083958,	172739,	80,	1.0
790,	117338071,	1610,	2,	NaN
791,	117423442,	34037,	35,	1.0
792,	117472999,	75017,	85,	1.0
793,	117569616,	2200,	2,	NaN
794,	117597617,	756,	2,	NaN
795,	117625356,	58187,	47,	1.0
796,	117710805,	919035,	931,	1.0
797,	118651647,	2604,	3,	1.0
798,	118674901,	24732,	6,	1.0
799,	118718045,	244445,	305,	1.0
800,	118979739,	827803,	959,	1.0
801,	119835737,	13852,	2,	NaN
802,	119890500,	132599,	180,	1.0
803,	120045752,	227452,	153,	0.9899
804,	120298520,	16,	2,	NaN
805,	120347239,	13938,	2,	NaN
806,	120434361,	13304,	2,	NaN
807,	120519978,	177154,	596,	0.9661
808,	120747188,	44512,	168,	1.0
809,	120795891,	42919,	125,	1.0
810,	120842341,	16866,	51,	NaN
811,	120872130,	13982,	20,	1.0
812,	120892683,	43956,	32,	1.0
813,	121088466,	7729,	19,	NaN
814,	121099363,	69485,	208,	1.0
815,	121191605,	40440,	9,	1.0
816,	121264079,	52533,	13,	1.0
817,	121330376,	3730,	4,	NaN
818,	121352319,	10650,	131,	NaN
819,	121386175,	1443,	21,	1.0
820,	121425910,	2967,	30,	NaN
821,	121430690,	515,	3,	NaN
822,	121435710,	253,	2,	NaN
823,	121462805,	133,	7,	NaN
824,	121467671,	512,	2,	NaN
825,	121470972,	1227,	6,	NaN
826,	121475949,	8906,	41,	0.71429
827,	142536573,	157659,	650,	0.9
828,	142696652,	34358,	247,	NaN
829,	142781170,	61039,	63,	1.0
830,	142844099,	5485,	11,	NaN
831,	142850652,	116950,	286,	1.0
832,	143118800,	173179,	981,	0.84276
833,	143348810,	292,	2,	NaN
834,	143351198,	28081,	33,	NaN
835,	143383945,	23614,	42,	1.0
836,	143411355,	133015,	366,	1.0
837,	143656147,	29071,	267,	NaN
838,	143701461,	124,	2,	NaN
839,	143706239,	20272,	33,	1.0
840,	143735209,	7887,	7,	NaN
841,	143743625,	1834,	9,	NaN
842,	143752622,	1604,	12,	NaN
843,	143760285,	445,	2,	NaN
844,	143872624,	6040,	11,	NaN
845,	143887018,	1887,	2,	NaN
846,	143900858,	11646,	10,	NaN
847,	143924928,	26930,	79,	NaN
848,	143960406,	122096,	559,	1.0
849,	144084976,	5394,	6,	NaN
850,	144306478,	4686,	10,	NaN
851,	144325899,	7760,	25,	NaN
852,	144340848,	5,	2,	NaN
853,	144361576,	59,	3,	NaN
854,	144371256,	138,	3,	NaN
855,	144453648,	4525,	15,	NaN
856,	144480114,	10624,	52,	NaN
857,	144499844,	444,	4,	NaN
858,	144504698,	2645,	13,	NaN
859,	144516108,	105709,	622,	1.0
860,	144672450,	37536,	166,	1.0
861,	144815616,	3813,	9,	NaN
862,	144830050,	473921,	1690,	0.95238
863,	145310197,	644,	2,	NaN
864,	145365083,	110645,	189,	1.0
865,	145494563,	12521,	5,	1.0
866,	145533001,	153436,	162,	1.0
867,	145716631,	19807,	16,	1.0
868,	145755880,	443,	2,	NaN
869,	145768457,	18725,	7,	1.0
870,	145800969,	30191,	8,	1.0
871,	145885872,	16663,	49,	NaN
872,	145913389,	19963,	33,	NaN
873,	145945895,	54394,	296,	1.0
874,	146003535,	22114,	86,	NaN
875,	146039417,	3867,	17,	NaN
876,	146084359,	32536,	31,	NaN
877,	146120129,	44370,	95,	NaN
878,	146303407,	56428,	37,	1.0
879,	146364562,	1052,	2,	NaN
880,	146372606,	13304,	21,	1.0
881,	146387589,	36,	2,	NaN
882,	146399411,	775,	2,	0.0
883,	146404142,	3225,	5,	NaN
884,	146466483,	133488,	247,	0.99085
885,	146621344,	11324,	3,	NaN
886,	146668170,	46629,	11,	NaN
887,	146725512,	7558,	4,	NaN
888,	146762654,	0,	1,	NaN
889,	146781309,	0,	1,	NaN
890,	146792435,	11735,	4,	1.0
891,	146823611,	44586,	9,	1.0
892,	146904124,	17157,	5,	NaN
893,	146935025,	3561,	3,	1.0
894,	146955124,	46291,	9,	1.0
895,	147036300,	379769,	243,	0.99236
896,	147426769,	4386,	3,	NaN
897,	147434572,	279,	2,	NaN
898,	147440029,	4007,	5,	NaN
899,	147461028,	9977,	17,	NaN
900,	147484436,	47983,	238,	1.0
901,	147537003,	18350,	30,	NaN
902,	147557854,	11842,	106,	NaN
903,	147591996,	1371,	3,	NaN
904,	147608913,	260,	2,	NaN
905,	147628394,	4620,	3,	NaN
906,	147644425,	90468,	257,	NaN
907,	147753456,	112180,	619,	1.0
908,	147889752,	24113,	61,	NaN
909,	147920123,	10495,	26,	NaN
910,	147959668,	1787,	19,	NaN
911,	147965496,	5507,	36,	NaN
912,	147978972,	2475,	12,	NaN
913,	147995138,	7128,	32,	1.0
914,	148009510,	776,	2,	NaN
915,	148012904,	4,	3,	NaN
916,	148022889,	4,	2,	NaN
917,	148176291,	1620,	6,	NaN
918,	148184493,	6922,	17,	NaN
919,	148204956,	8313,	27,	NaN
920,	148234715,	9627,	49,	NaN
921,	148247055,	2525,	22,	NaN
922,	148351463,	102,	2,	NaN
923,	148359057,	2196,	9,	NaN
924,	148511811,	59906,	493,	1.0
925,	148597042,	2042,	11,	NaN
926,	148608847,	1039,	2,	NaN
927,	148632401,	878,	8,	NaN
928,	148655769,	27959,	67,	NaN
929,	148760541,	224,	5,	NaN
930,	148767988,	10870,	10,	NaN
931,	148807280,	0,	1,	NaN
932,	148813567,	10243,	41,	NaN
933,	148827592,	703,	2,	NaN
934,	148841534,	112350,	251,	NaN
935,	149006069,	1466,	16,	NaN
936,	149019639,	356119,	1994,	0.94437
937,	149381924,	29325,	21,	1.0
938,	149418758,	16048,	30,	1.0
939,	149458095,	66,	2,	NaN
940,	149513607,	1032,	6,	NaN
941,	149540701,	13,	2,	NaN
942,	149547660,	2405,	19,	NaN
943,	149583661,	3812,	13,	NaN
944,	149610074,	4906,	8,	NaN
945,	149645034,	111241,	649,	1.0
946,	149774811,	19921,	20,	NaN
947,	149813679,	9607,	3,	NaN
948,	149842862,	4079,	3,	NaN
949,	149892872,	13541,	3,	1.0
950,	149922960,	4074,	2,	1.0
951,	149950326,	5808,	3,	1.0
952,	149978645,	16620,	4,	1.0
953,	150011359,	1,	2,	NaN
954,	150031103,	10662,	6,	1.0
955,	150069448,	12449,	6,	1.0
956,	150115398,	11104,	5,	1.0
957,	150165642,	3856,	2,	1.0
958,	150185892,	21767,	3,	NaN
959,	150257933,	115429,	24,	1.0
960,	150406110,	43465,	10,	1.0
961,	150466173,	46147,	25,	1.0
962,	150521099,	460126,	492,	0.99583
963,	150995221,	13133,	4,	1.0
964,	151042667,	21278,	9,	1.0
965,	151091291,	22152,	5,	1.0
966,	151156381,	7102,	3,	NaN
967,	151228839,	4268,	4,	NaN
968,	151248187,	9125,	6,	NaN
969,	151273884,	0,	1,	NaN
970,	151303972,	2251,	2,	NaN
971,	151339944,	30043,	5,	NaN
972,	151404926,	13165,	2,	NaN
973,	151423813,	15411,	6,	NaN
974,	151465480,	3606,	5,	NaN
975,	151527173,	519822,	477,	0.98876
976,	152062767,	26077,	12,	1.0
977,	152106853,	353984,	784,	0.99178
978,	152529909,	41193,	20,	1.0
979,	152588078,	215356,	430,	1.0
980,	152907289,	34020,	10,	1.0
981,	152997969,	23623,	5,	1.0
982,	153061048,	119683,	163,	1.0
983,	153200445,	75946,	99,	1.0
984,	153319100,	23401,	17,	1.0
985,	153362788,	2269,	2,	NaN
986,	153382412,	5752,	2,	NaN
987,	153431561,	42682,	42,	1.0
988,	153492671,	19282,	7,	NaN
989,	153547203,	7712,	2,	NaN
990,	153570694,	6528,	2,	NaN
991,	153602435,	4907,	3,	NaN
992,	153624187,	23357,	5,	NaN
993,	153662615,	28436,	26,	1.0
994,	153728497,	383671,	294,	1.0
995,	154133821,	2259,	2,	NaN
996,	154170004,	48111,	9,	NaN
997,	154249810,	32412,	7,	NaN
998,	154331489,	118876,	133,	0.98182
999,	154480123,	44850,	12,	1.0
1000,	154543419,	292315,	317,	1.0
1001,	154855055,	50470,	7,	1.0
1002,	154924015,	1974,	2,	1.0
1003,	154938757,	2837,	3,	NaN
1004,	154980351,	505964,	408,	0.98442
1005,	155501014,	620384,	318,	1.0
1006,	156141887,	252113,	164,	0.96172
1007,	156480288,	17451,	20,	1.0
1008,	156518556,	41104,	8,	NaN
1009,	156579637,	153664,	113,	1.0
1010,	156744405,	15240,	9,	NaN
1011,	156797061,	10876,	2,	NaN
1012,	156883546,	183273,	223,	1.0
1013,	157084744,	37075,	4,	NaN
1014,	157148481,	130577,	208,	1.0
1015,	157299458,	6075,	5,	1.0
1016,	157330887,	164551,	211,	1.0
1017,	157553577,	344476,	368,	1.0
1018,	157937353,	267749,	261,	0.99163
1019,	158224579,	14,	6,	1.0
1020,	158248552,	9037,	3,	NaN
1021,	158281669,	10552,	5,	NaN
1022,	158314381,	723,	7,	NaN
1023,	158360190,	31739,	8,	1.0
1024,	158416566,	0,	1,	NaN
1025,	158457587,	51459,	8,	1.0
1026,	158526834,	0,	1,	NaN
1027,	158551869,	4970,	3,	1.0
1028,	158585341,	45916,	7,	0.0
1029,	158653636,	360588,	481,	1.0
1030,	159039225,	91392,	44,	1.0
1031,	159165075,	65023,	58,	1.0
1032,	159244138,	5840,	3,	1.0
1033,	159267912,	20530,	5,	NaN
1034,	159312842,	4600,	4,	1.0
1035,	159343648,	30580,	6,	0.0
1036,	159411703,	8079,	3,	NaN
1037,	159449899,	37367,	9,	1.0
1038,	159512739,	139329,	102,	1.0
1039,	159683438,	27157,	5,	1.0
1040,	159758684,	123393,	96,	0.98063
1041,	159938840,	236897,	257,	1.0
1042,	160259840,	18471,	4,	1.0
1043,	160293807,	9950,	6,	NaN
1044,	160324855,	3024,	2,	NaN
1045,	160352691,	12957,	6,	NaN
1046,	160393905,	122357,	85,	1.0
1047,	160578224,	73526,	56,	1.0
1048,	160668717,	36616,	40,	1.0
1049,	160721652,	368174,	589,	1.0
1050,	161124057,	11502,	2,	NaN
1051,	161159147,	120178,	151,	1.0
1052,	161374361,	3667,	2,	NaN
1053,	161395742,	19649,	7,	NaN
1054,	161420056,	3224,	3,	NaN
1055,	161429097,	1085,	3,	NaN
1056,	161436358,	16930,	8,	NaN
1057,	161481334,	90488,	84,	1.0
1058,	161583065,	25754,	7,	NaN
1059,	161624157,	21442,	45,	NaN
1060,	161675155,	270312,	396,	1.0
1061,	161969322,	161159,	240,	1.0
1062,	162153552,	16361,	4,	1.0
1063,	162182711,	9830,	4,	1.0
1064,	162230356,	87529,	67,	1.0
1065,	162339414,	18239,	10,	1.0
1066,	162373309,	6,	4,	NaN
1067,	162387420,	33913,	8,	1.0
1068,	162441604,	69925,	125,	1.0
1069,	162542313,	43753,	8,	1.0
1070,	162620203,	2692,	3,	NaN
1071,	162699094,	11910,	3,	NaN
1072,	162752542,	6990,	3,	NaN
1073,	162814549,	32821,	51,	1.0
1074,	162866629,	162791,	168,	1.0
1075,	163045745,	96423,	139,	1.0
1076,	163175965,	179446,	213,	1.0
1077,	163373447,	213634,	139,	0.98824
1078,	163607350,	6861,	2,	NaN
1079,	163632457,	9024,	2,	NaN
1080,	163676523,	2045,	2,	1.0
1081,	163759928,	275777,	239,	1.0
1082,	164048861,	41064,	12,	1.0
1083,	164105977,	994,	2,	NaN
1084,	164128753,	47567,	11,	1.0
1085,	164185323,	10850,	2,	1.0
1086,	164248126,	3502,	2,	NaN
1087,	164261948,	9190,	2,	NaN
1088,	164309546,	20409,	3,	1.0
1089,	164446648,	230614,	244,	1.0
1090,	164696645,	213432,	142,	1.0
1091,	164938411,	11851,	2,	NaN
1092,	164965932,	426019,	515,	1.0
1093,	165410001,	65030,	94,	0.97561
1094,	165489357,	18996,	5,	NaN
1095,	165540891,	11533,	11,	1.0
1096,	165579333,	0,	1,	NaN
1097,	165609243,	401826,	452,	1.0
1098,	166051587,	176267,	232,	1.0
1099,	166257311,	8413,	3,	NaN
1100,	166282368,	53201,	11,	1.0
1101,	166374235,	135732,	63,	0.80975
1102,	166536943,	667,	2,	NaN
1103,	166566883,	14871,	5,	1.0
1104,	166615234,	435858,	497,	1.0
1105,	167080768,	92321,	105,	1.0
1106,	167178149,	477108,	384,	0.98169
1107,	167708519,	868720,	985,	1.0
1108,	168593872,	160611,	169,	1.0
1109,	168777376,	98805,	108,	1.0
1110,	168902339,	61883,	46,	1.0
1111,	168982215,	245426,	513,	1.0
1112,	169245042,	406790,	584,	1.0
1113,	169701432,	352655,	749,	1.0
1114,	170132582,	21803,	5,	1.0
1115,	170198294,	543117,	692,	1.0
1116,	170767276,	79821,	129,	1.0
1117,	170859820,	17280,	5,	0.33333
1118,	170892840,	92631,	136,	1.0
1119,	171002218,	22548,	7,	NaN
1120,	171046882,	176865,	255,	1.0
1121,	171254471,	29814,	5,	1.0
1122,	171323007,	657921,	837,	1.0
1123,	171994656,	305689,	314,	0.98294
1124,	172364013,	17999,	5,	1.0
1125,	172435454,	575086,	471,	1.0
1126,	173026358,	183137,	124,	1.0
1127,	173258956,	130093,	92,	1.0
1128,	173428420,	665,	2,	NaN
1129,	173490638,	6761,	2,	NaN
1130,	173529853,	33115,	4,	1.0
1131,	173674520,	293231,	167,	1.0
1132,	173992698,	12984,	3,	NaN
1133,	174020382,	10604,	5,	NaN
1134,	174051512,	2295,	2,	NaN
1135,	174077521,	1012916,	1175,	1.0
1136,	175127534,	38886,	40,	1.0
1137,	175200186,	17211,	12,	NaN
1138,	175231495,	20181,	6,	NaN
1139,	175276622,	252335,	301,	1.0
1140,	175550989,	1066,	3,	NaN
1141,	175567512,	109384,	116,	1.0
1142,	175724703,	885498,	805,	1.0
1143,	176623778,	72078,	42,	1.0
1144,	176717765,	396890,	357,	1.0
1145,	177156815,	690170,	823,	1.0
1146,	177863666,	4144,	3,	NaN
1147,	177903131,	33878,	45,	1.0
1148,	177964883,	65475,	54,	1.0
1149,	178071170,	45322,	5,	1.0
1150,	178135236,	19173,	7,	1.0
1151,	178167347,	18323,	4,	1.0
1152,	178199829,	71651,	12,	0.46667
1153,	178338433,	15395,	2,	NaN
1154,	178373500,	28684,	4,	1.0
1155,	178415483,	982,	2,	1.0
1156,	178452292,	39883,	29,	1.0
1157,	178508364,	79281,	16,	1.0
1158,	178607111,	1122532,	1704,	1.0
1159,	179748224,	11663,	21,	1.0
1160,	179852165,	3424,	2,	1.0
1161,	179873822,	3078,	2,	NaN
1162,	179967444,	6585,	3,	NaN
1163,	180016508,	0,	1,	NaN
1164,	180063826,	3531,	2,	NaN
1165,	180117888,	779681,	804,	1.0
1166,	180912006,	104768,	94,	1.0
1167,	181045758,	285215,	420,	1.0
1168,	181365105,	41790,	32,	1.0
1169,	181421772,	150393,	71,	1.0
1170,	181642362,	2769,	3,	NaN
1171,	181660389,	14406,	2,	1.0
1172,	181699292,	207277,	180,	1.0
1173,	181924848,	38596,	6,	1.0
1174,	181988399,	1750,	2,	NaN
1175,	182012460,	10252,	2,	1.0
1176,	182038718,	361942,	414,	1.0
1177,	182429728,	192424,	165,	1.0
1178,	182645356,	95599,	114,	1.0
1179,	182942202,	242488,	570,	0.99609
1180,	183229163,	267495,	274,	1.0
1181,	183512085,	117616,	188,	1.0
1182,	183680019,	2188,	2,	NaN
1183,	183712523,	59394,	9,	NaN
1184,	183786970,	197336,	157,	1.0
1185,	184004283,	5506,	2,	NaN
1186,	184037079,	7965,	3,	NaN
1187,	184063410,	1391,	2,	NaN
1188,	184080977,	220339,	264,	0.98051
1189,	184320671,	204140,	191,	1.0
1190,	184596584,	175594,	171,	1.0
1191,	184795245,	16511,	4,	1.0
1192,	184827873,	138591,	129,	1.0
1193,	184985553,	11015,	2,	NaN
1194,	185017707,	51979,	12,	1.0
1195,	185198867,	36477,	8,	NaN
1196,	185251441,	6977,	3,	NaN
1197,	185348303,	7455,	2,	NaN
1198,	185376033,	111730,	166,	1.0
1199,	185552900,	14753,	2,	NaN
1200,	185629484,	11092,	5,	1.0
1201,	185656001,	217704,	198,	1.0
1202,	185899454,	26348,	17,	1.0
1203,	185951134,	476314,	356,	1.0
1204,	186454429,	41784,	7,	1.0
1205,	186510474,	64886,	10,	1.0
1206,	186599018,	10339,	3,	1.0
1207,	186633754,	24318,	12,	1.0
1208,	186692124,	24744,	7,	1.0
1209,	186738635,	5131,	3,	NaN
1210,	186771292,	14773,	4,	1.0
1211,	186799610,	94320,	79,	1.0
1212,	186903595,	167928,	173,	1.0
1213,	187130712,	18750,	4,	1.0
1214,	187192673,	13968,	3,	NaN
1215,	187223326,	17072,	4,	NaN
1216,	187257900,	22068,	21,	NaN
1217,	187304000,	37470,	7,	NaN
1218,	187396613,	292138,	406,	0.99438
1219,	187707587,	65687,	129,	1.0
1220,	187808801,	16405,	5,	1.0
1221,	187851660,	34177,	4,	NaN
1222,	187903176,	41376,	40,	1.0
1223,	187965842,	13036,	2,	1.0
1224,	187995407,	18251,	3,	1.0
1225,	188047484,	18754,	6,	NaN
1226,	188080086,	32067,	10,	1.0
1227,	188159980,	24078,	6,	0.33333
1228,	188201664,	6426,	13,	NaN
1229,	188227427,	27380,	4,	NaN
1230,	188271839,	82397,	26,	1.0
1231,	188365079,	29020,	5,	1.0
1232,	188412350,	42854,	8,	1.0
1233,	188511410,	75172,	19,	1.0
1234,	188608738,	106005,	42,	1.0
1235,	188733733,	48807,	64,	1.0
1236,	188817618,	23897,	7,	NaN
1237,	188918481,	985137,	1502,	0.99855
1238,	189930079,	20898,	3,	NaN
1239,	189973043,	160822,	363,	1.0
1240,	190216187,	19261,	3,	NaN
1241,	190254978,	53824,	10,	NaN
1242,	190334938,	50612,	7,	NaN
1243,	190451396,	29999,	9,	NaN
1244,	190510590,	153465,	30,	1.0
1245,	190693844,	13431,	3,	1.0
1246,	190739823,	12801,	4,	NaN
1247,	190772773,	726304,	729,	0.99442
1248,	191529503,	352545,	396,	1.0
1249,	191971828,	7867,	9,	NaN
1250,	192017846,	1989,	2,	NaN
1251,	192079871,	1888,	2,	NaN
1252,	192125196,	16769,	4,	NaN
1253,	192162496,	220829,	147,	1.0
1254,	192403058,	29457,	34,	1.0
1255,	192457128,	32847,	6,	NaN
1256,	192536482,	1242178,	1710,	1.0
1257,	193811084,	135411,	173,	1.0
1258,	193969966,	944709,	1244,	0.99678
1259,	194955727,	997,	3,	NaN
1260,	195019038,	1897,	2,	NaN
1261,	195088982,	40591,	7,	NaN
1262,	195160040,	4099,	4,	NaN
1263,	195191127,	390686,	330,	0.99337
1264,	195601314,	19727,	4,	NaN
1265,	195669161,	522220,	681,	0.99759
1266,	196214411,	310903,	176,	1.0
1267,	196545218,	32327,	22,	1.0
1268,	196599503,	21414,	5,	NaN
1269,	196646387,	96853,	123,	1.0
1270,	196775252,	8843,	2,	NaN
1271,	196790897,	1060997,	847,	0.99844
1272,	197866357,	45733,	15,	1.0
1273,	197931762,	367787,	355,	1.0
1274,	198324120,	10974,	2,	NaN
1275,	198355333,	26160,	6,	NaN
1276,	198495798,	6136,	2,	1.0
1277,	198543996,	96171,	82,	1.0
1278,	198687947,	761593,	626,	1.0
1279,	199461106,	142595,	131,	1.0
1280,	199668431,	354365,	390,	1.0
1281,	200065215,	143819,	264,	1.0
1282,	200236346,	129745,	154,	1.0
1283,	200381453,	551788,	552,	0.99736
1284,	200967778,	23607,	5,	1.0
1285,	201016296,	522403,	806,	1.0
1286,	201574178,	9812,	4,	1.0
1287,	201608859,	2830,	3,	NaN
1288,	201642885,	973904,	818,	0.99758
1289,	202628582,	64055,	76,	1.0
1290,	202716697,	28314,	4,	NaN
1291,	202820815,	4952,	2,	NaN
1292,	202982240,	493299,	419,	1.0
1293,	203492221,	2158,	2,	NaN
1294,	203515170,	4521,	2,	NaN
1295,	203537401,	722362,	928,	0.9993
1296,	204315721,	72812,	46,	1.0
1297,	204426052,	3164,	3,	NaN
1298,	204449157,	189979,	281,	1.0
1299,	204656519,	33306,	6,	1.0
1300,	204827967,	21068,	4,	1.0
1301,	204870971,	114255,	116,	1.0
1302,	205005747,	278979,	391,	1.0
1303,	205359495,	38193,	18,	1.0
1304,	205413560,	508299,	534,	1.0
1305,	206074855,	9099,	19,	1.0
1306,	206090857,	1994,	7,	1.0
1307,	206098439,	54448,	140,	1.0
1308,	206171284,	7563,	5,	1.0
1309,	206182848,	78894,	77,	1.0
1310,	206281191,	14763,	11,	0.8
1311,	206321590,	1056,	2,	1.0
1312,	206482828,	103176,	319,	0.66667
1313,	206660522,	48527,	6,	0.5
1314,	206724737,	317296,	342,	1.0
1315,	207087007,	11112,	23,	1.0
1316,	207111257,	38373,	14,	1.0
1317,	207179782,	149473,	106,	1.0
1318,	207345819,	610238,	672,	0.98924
1319,	207970005,	369733,	405,	0.99462
1320,	208356952,	203533,	247,	1.0
1321,	208583530,	56620,	55,	1.0
1322,	208658982,	9920,	5,	NaN
1323,	208700334,	3874,	4,	NaN
1324,	208810027,	76088,	35,	1.0
1325,	208903158,	56339,	20,	1.0
1326,	209031988,	7377,	2,	NaN
1327,	209056463,	9351,	2,	NaN
1328,	209092456,	17,	2,	NaN
1329,	209106491,	92991,	96,	1.0
1330,	209219453,	206554,	198,	1.0
1331,	209456616,	5069,	3,	NaN
1332,	209495301,	35531,	26,	1.0
1333,	209561131,	169345,	249,	1.0
1334,	209769109,	13575,	18,	1.0
1335,	209833446,	233213,	277,	1.0
1336,	210087136,	5997,	3,	NaN
1337,	210110907,	2,	2,	1.0
1338,	210131828,	19772,	3,	1.0
1339,	210173813,	0,	1,	NaN
1340,	210202853,	9060,	2,	NaN
1341,	210256940,	14478,	2,	NaN
1342,	210353234,	7234,	2,	1.0
